Raw data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple juice,1,1.008366219,1.013101815,1.017205998,1.020678769,1,1.010335917,1.018662073,1.026126902,1.032443296,1,1.006366048,1.013793103,1.020689655,1.028116711,1,0.965472313,0.956026059,0.971335505,0.953745928,1,1.00412502,1.007615421,1.006663494,1.00825004,1,1.005793743,1.00811124,1.008980301,1.009559676,1,1.006688963,1.006688963,1.005016722,1.002787068,1,0.977913176,0.981721249,1.014470678,1.004950495,1,1.019888624,1.027578892,1.031954389,1.034208433,1,1.012345679,1.013521458,1.01175779,1.008818342,1,1.011674571,1.01058008,1.006566946,1.002188982,1,1.017834923,1.016590626,1.012857735,1.006636251,1,1.003576538,1.003004292,1.003576538,1.003290415,1,0.998405104,0.996172249,0.994258373,0.992982456,1,0.998043053,0.99295499,0.994129159,0.991780822,1,0.997394703,0.995223621,0.997394703,0.99652627
Cranberry juice,1,1.000795703,1.000795703,0.999204297,0.998010742,1,0.999546279,0.997277677,0.992286751,0.989110708,1,1.002803738,0.996261682,0.990654206,0.988785047,1,1.016015375,1.040999359,1.042921204,1.018577835,1,0.999148574,0.974031503,0.977011494,0.979565773,1,0.996340826,0.953998955,0.95661265,0.958703607,1,1.003939162,0.944523471,0.959185907,0.945836525,1,0.916721745,0.919365499,0.959021811,0.844018506,1,1.001974334,0.998025666,0.991115499,0.986377098,1,1.002132196,0.998687879,0.994423487,0.990487125,1,1.002725786,1.001090314,0.996365619,0.994911866,1,1.006321839,1.004980843,1.001915709,1.002681992,1,1.007795371,1.028014616,1.026065773,1.024116931,1,1.010720331,1.053225503,1.050028211,1.046642844,1,1.010183299,1.06089613,1.056008147,1.053360489,1,1.014279625,1.065643649,1.064791134,1.061167945
Grape juice,1,1.008108585,1.010576415,1.013220518,1.016393443,1,1.013442868,1.020537715,1.023525019,1.025392084,1,1.002295333,1.005355777,1.012241775,1.013006886,1,0.974492452,0.941176471,0.920353982,0.956793337,1,0.999185004,1.000325998,1.000977995,1.003096985,1,1.005064894,1.006331117,1.005064894,1.003482115,1,1.005009393,1.001878522,0.994364433,0.989981215,1,0.993046502,0.991308127,0.932637983,0.957409822,1,1.005957596,1.008585947,1.0082355,1.007534607,1,0.996995995,0.993324433,0.989986649,0.987316422,1,0.994674781,0.990490681,0.986686953,0.985165462,1,0.999190611,0.993120194,0.991906111,0.989882639,1,1.003934625,1.003631961,1.002875303,1.000756659,1,0.997761433,0.99520307,0.993604093,0.992324912,1,0.99581112,0.995049505,0.993145468,0.993145468,1,1.001243266,0.997927891,1.000414422,1
Tomato juice,1,0.998149519,1.002837404,1.002837404,1.001357019,1,1.003395816,1.004754143,1.006384135,1.005297474,1,1.007342144,1.008647414,1.008973731,1.009789525,1,1.011599512,1.018925519,1.017704518,1.018315018,1,1.002242711,1.002616496,1.001744331,1.001744331,1,1.004013761,1.004873853,1.005447248,1.005447248,1,1.005181347,1.010732791,1.012028127,1.012028127,1,1.007211538,1.008012821,1.008012821,1.008012821,1,1.009308693,1.013278576,1.016427105,1.017932923,1,1.007759457,1.011639185,1.014064016,1.01600388,1,1.000103713,1.001140842,1.001244555,1.003007675,1,0.99531372,0.992710232,0.990106743,0.989065348,1,1.012162877,1.016217169,1.019566367,1.019566367,1,1.012300123,1.01599016,1.019065191,1.019065191,1,1.006951341,1.01030288,1.009930487,1.009930487,1,1.000249439,0.998752806,0.997755051,0.997755051
Orange juice,1,1.002794077,1.005029338,1.00656608,1.007683711,1,1.004800349,1.009818896,1.013964652,1.017674013,1,1.008527132,1.010852713,1.018604651,1.020930233,1,1.005068791,1.010861694,1.018344195,1.023171615,1,1.008270355,1.011692571,1.011835163,1.011977756,1,1.01368301,1.020752566,1.022805017,1.023945268,1,1.020057307,1.027425297,1.034383954,1.032746623,1,1.002358491,1.01860587,1.001572327,1.018343816,1,1.015382362,1.021388808,1.024318781,1.025930267,1,1.013704152,1.016928658,1.016928658,1.016122531,1,1.012892377,1.015134529,1.011210762,1.009529148,1,1.019594595,1.019594595,1.014189189,1.011486486,1,1.018357335,1.027536003,1.02959329,1.030542807,1,1.00838223,1.012573345,1.013411567,1.013830679,1,1.003993155,1.002852253,1.003993155,1.003422704,1,1.00270636,1.00270636,1,1
Vege soup,1,1.002515723,1.002138365,1.00327044,1.003018868,1,1.006525522,1.009425754,1.012470998,1.01450116,1,1.00912137,1.013402829,1.018615041,1.022338049,1,1.001655629,1.005794702,1.015728477,1.00910596,1,1.000377881,1.001637486,1.000377881,1.000881723,1,1.004826678,1.007605675,1.009507094,1.01126225,1,1.010957324,1.015186467,1.022106882,1.024413687,1,1.002724796,1.012715713,1.016348774,1.011807448,1,1.013474331,1.021149582,1.026948661,1.031894934,1,1.009367681,1.014637002,1.019320843,1.023419204,1,1.000468604,1.003397376,1.004217432,1.008552015,1,0.994150679,0.990875058,0.988067384,0.985493683,1,1.01475827,1.023070399,1.029516539,1.034435963,1,1.013986014,1.020979021,1.026223776,1.02972028,1,1.009148813,1.014128547,1.014939201,1.016097279,1,0.99912797,0.995639852,0.995203837,0.99324177
Beef broth,1,1.006546855,1.008985879,1.010397946,1.010269576,1,1.007330138,1.009867494,1.010290386,1.011277136,1,1.008199581,1.015352408,1.017445918,1.017620377,1,1.027861446,1.033885542,1.03313253,1.038403614,1,1.005234934,1.006128703,1.009065373,1.008299285,1,1.005364958,1.007623888,1.009035719,1.010306367,1,1.007210693,1.010024622,1.01248681,1.012135069,1,1.00636436,1.007159905,1.012728719,1.005568815,1,1.016123499,1.024871355,1.029331046,1.032933105,1,1.013221154,1.021634615,1.027644231,1.03125,1,1.009652752,1.014165726,1.019054782,1.023567757,1,1,0.997502082,0.996946989,0.997224535,1,1.01283567,1.019084614,1.024151326,1.028711366,1,1.009994121,1.015285126,1.019988242,1.023515579,1,1.009084213,1.009575252,1.012767002,1.015344955,1,1.000261849,1.000261849,1.001309243,1.002094789
Chicken broth,1,1.010052169,1.008525258,1.009924927,1.01246978,1,1.00460268,1.005008799,1.006091783,1.006904021,1,1,1.005367009,1.00789266,1.010891871,1,1.010067114,1.017337808,1.026845638,1.018456376,1,1.007464575,1.008476721,1.009362348,1.008223684,1,1.004214075,1.005197359,1.006321113,1.006461582,1,1.007012623,1.011220196,1.014901823,1.01700561,1,1.015838733,1.016558675,1.018718503,1.030237581,1,1.010707171,1.015562749,1.021289841,1.025522908,1,1.014550265,1.022486772,1.031305115,1.036155203,1,1.018322083,1.023143684,1.030858245,1.033751205,1,1.000784109,0.998170413,0.998170413,0.997909043,1,1.012896985,1.019345478,1.024181847,1.02853458,1,1.013053348,1.020998865,1.026106697,1.031214529,1,1.012424565,1.018459354,1.024020826,1.028872323,1,0.998184647,0.998962656,1.000259336,1.00129668
Tomato paste (diluted half with water),1,1.001530027,1.00114752,1.000510009,1.002805049,1,1.006333122,1.009499683,1.01139962,1.014407853,1,1.012456747,1.020299885,1.023298731,1.028143022,1,1.014366021,1.015115553,1.026358526,1.028357277,1,1,0.999317033,0.99959022,0.999453627,1,1.005456786,1.008625242,1.010561521,1.012673825,1,1.016492147,1.020680628,1.02565445,1.029319372,1,1.019328307,1.018642906,1.019602467,1.023714873,1,1.01292517,1.018707483,1.021938776,1.025170068,1,1.010832383,1.014823261,1.016533637,1.018814139,1,1.004955094,1.006710024,1.005058326,1.00640033,1,0.997297297,0.993799682,0.990937997,0.987122417,1,1.012284483,1.019181034,1.023491379,1.028017241,1,1.011003236,1.017475728,1.021359223,1.024595469,1,1.004231312,1.008245633,1.009330585,1.011283498,1,0.998264984,0.996845426,0.996687697,0.99511041
Soy bean milk,1,1.017315354,1.022678517,1.024517315,1.026815814,1,1.021198639,1.028264852,1.032190526,1.035854488,1,1.027927487,1.027437531,1.035276825,1.038706516,1,0.987125845,0.983263598,1.022851625,0.991953653,1,1.006195604,1.007818262,1.007965777,1.012538723,1,1.008198641,1.011712345,1.013820567,1.016163036,1,1.004655099,1.009310199,1.009310199,1.013118917,1,0.992009132,0.978881279,0.986015982,1.011700913,1,1.021645022,1.027639028,1.031968032,1.034965035,1,1.006002401,1.007202881,1.008003201,1.008403361,1,1.000512558,0.997437212,1,0.997437212,1,1.001750292,1,0.999416569,0.998249708,1,1.007769784,1.011510791,1.014100719,1.015539568,1,1.000370645,1.000370645,1.000370645,1.000370645,1,0.998498498,0.994494494,0.994994995,0.995495495,1,0.998835178,0.996505533,0.997087944,0.996505533
Tap water,1,1.000696864,1.002090592,1.007665505,1.009756098,1,1.002634468,1.003293085,1.009879254,1.01273326,1,0.976464938,0.995196926,1.036503362,1.018731988,1,1.020172911,1.426512968,1.043227666,1.447097571,1,1.013133208,1.019230769,1.024390244,1.025797373,1,1.012942577,1.019488248,1.025885153,1.027967867,1,1.016219795,1.022178087,1.035749752,1.026812314,1,1.198865532,1.230563897,1.185852519,1.052385719,1,0.99254386,0.99122807,0.986842105,0.985087719,1,0.991121495,0.990186916,0.985046729,0.98317757,1,0.991025035,0.991025035,0.984411904,0.981577704,1,0.990930788,0.991408115,0.986634845,0.987112172,1,0.997772829,0.996288048,0.994060876,0.994803267,1,0.998348472,0.995871181,0.992568126,0.993393889,1,0.997481108,0.994962217,0.993282955,0.993282955,1,0.999151104,0.995755518,0.992359932,0.991511036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricin (+) - Ricin (-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,with ricin,,,,,,,,,,,,,,,,,,,,without ricin,,,,,,,,,,,,,,,,,,,,with ricin,,,,,,,,,,,,,,,,,,,
,100Hz,,,,,400Hz,,,,,1kHz,,,,,10kHz,,,,,100Hz,,,,,400Hz,,,,,1kHz,,,,,10kHz,,,,,100Hz,,,,,400Hz,,,,,1kHz,,,,,10kHz,,,,,100Hz,,,,,400Hz,,,,,1kHz,,,,,10kHz,,,,
,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min,0min,5min,10min,15min,20min
Yoghurt (diluted half with water),0,0.001893854,0.002322299,0.00562771,0.003038746,0,0.000517183,0.000991862,0.001908162,0.000991862,0,0.004853682,0.005662413,0.010904839,0.007680983,0,0.010581313,0.001707601,-0.011564088,-0.012050485,,,,,,,,,,,,,,,,,,,,,0,-0.000956839,-0.001959439,-0.001799089,-0.002084923,0,-0.00038238,-0.000767815,-0.001546319,-0.001544792,0,-5.63467E-07,-5.63467E-07,-0.000529377,0.000531631,0,-0.003241708,-0.004536916,-0.003893001,-0.003878246,,,,,,,,,,,,,,,,,,,,
Cream,0,0.001475924,-0.001574187,-0.001616974,-0.003841905,0,-0.006890223,-0.013396359,-0.020128979,-0.027367099,0,-0.014874166,-0.021114485,-0.024202434,-0.032976965,0,-0.059198043,-0.054005657,-0.084479439,-0.060905327,,,,,,,,,,,,,,,,,,,,,0,0.002446521,0.004783442,0.005066922,0.006024352,0,0.005123594,0.010213935,0.015088424,0.019801024,0,0.007718772,0.014628103,0.020691503,0.029388641,0,0.016745631,0.026322334,0.033141187,0.045245419,,,,,,,,,,,,,,,,,,,,
Milk 0% fat,0,0.003375603,0.004157092,0.003413768,0.002832856,0,0.003297352,0.004783949,0.00575642,0.005616964,0,0.004556478,0.004635497,0.003326706,0.003208946,0,-0.006281105,-0.007165811,0.014261864,0.003329331,,,,,,,,,,,,,,,,,,,,,0,0.00718515,0.010382524,0.013590274,0.014192616,0,0.003181558,0.005424836,0.00683304,0.007406172,0,0.001950585,0.001170531,0.003034544,0.004378221,0,0.00435768,0.005231037,0.002618554,0.005232555,,,,,,,,,,,,,,,,,,,,
Milk 1% fat,0,-0.002299864,-0.000397734,-0.004463326,-0.002969226,0,-0.002007803,-0.002388718,-0.003113985,-0.003121297,0,-5.43846E-05,-0.00151023,-0.004046186,-0.005710092,0,-0.01501582,-0.002178694,-0.011502211,-0.012647634,,,,,,,,,,,,,,,,,,,,,0,-0.003862413,-0.005671784,-0.004697093,-0.005542435,0,-0.003003237,-0.004139679,-0.004161707,-0.003440793,0,0.002424614,0.001205867,0.000605694,1.8399E-06,0,-0.000153752,-0.001111685,-0.001992742,-0.00113731,,,,,,,,,,,,,,,,,,,,
Milk 2% fat,0,0.001099513,0.000817096,0.000673568,0.00164695,0,0.003967422,0.00774516,0.009423601,0.010949406,0,-0.003613672,0.009396844,0.012399065,0.010634354,0,0.027061299,0.02278652,0.030967845,0.027230355,,,,,,,,,,,,,,,,,,,,,0,0.000508353,0.000957048,0.001004306,-0.000272743,0,-0.005084135,-0.007049275,-0.009387343,-0.01037868,0,-0.009132772,-0.012417591,-0.015702409,-0.017687683,0,-0.004993297,-0.014329224,-0.019409664,-0.02112493,,,,,,,,,,,,,,,,,,,,
Milk 3.4% fat,0,0.004725189,0.005905513,0.004930384,0.005963898,0,0.00423229,0.004402992,0.004078677,0.004149803,0,0.008687665,0.00566638,0.00328385,0.012225319,0,-0.010771033,-0.01339534,-0.017807955,-0.003266807,,,,,,,,,,,,,,,,,,,,,0,0.000612726,-0.000812127,-0.001748221,-0.002545943,0,-0.003741837,-0.005146989,-0.007012672,-0.00747582,0,-0.002624482,-0.003269653,-0.00524546,-0.004586274,0,-0.003972545,-0.007171733,-0.005508684,-0.005482245,,,,,,,,,,,,,,,,,,,,
Half and half,0,-0.005757669,-0.003878782,-0.004006468,-0.004295152,0,-0.016390198,-0.012170045,-0.014029583,-0.012097748,0,-0.034359326,-0.027230465,-0.03389246,-0.032627086,0,-0.061617121,-0.058523777,-0.077582646,-0.068550146,,,,,,,,,,,,,,,,,,,,,0,-0.005643056,-0.008527741,-0.013626139,-0.015776696,0,0.000189455,-0.007228858,-0.011196522,-0.01450646,0,0.009891209,-0.002505849,-0.005825588,-0.006891018,0,0.026617827,0.01001221,0.005647131,-0.001037851,,,,,,,,,,,,,,,,,,,,
Apple juice,0,0.0042412,0.005486394,0.010542505,0.012428729,0,0.004542175,0.010550833,0.017146601,0.02288362,0,-0.000322915,0.00710414,0.015672933,0.025329643,0,-0.012440863,-0.02569519,-0.043135173,-0.051204567,,,,,,,,,,,,,,,,,,,,,0,0.016312086,0.0245746,0.028377851,0.030918018,0,0.013940575,0.017349209,0.017499416,0.015835886,0,0.013631518,0.01762509,0.012437788,0.01040816,0,0.020440221,0.021367005,0.015463033,0.01010998,,,,,,,,,,,,,,,,,,,,
Cranberry juice,0,0.001647129,0.0267642,0.022192803,0.018444969,0,0.003205454,0.043278722,0.035674101,0.030407101,0,-0.001135424,0.051738211,0.031468299,0.042948522,0,0.09929363,0.12163386,0.083899393,0.174559328,,,,,,,,,,,,,,,,,,,,,0,-0.005821038,-0.02998895,-0.034950275,-0.037739833,0,-0.008588135,-0.054537624,-0.055604724,-0.056155719,0,-0.007457513,-0.059805816,-0.059642528,-0.058448623,0,-0.007957786,-0.060662806,-0.062875425,-0.058485953,,,,,,,,,,,,,,,,,,,,
Grape juice,0,0.00892358,0.010250416,0.012242523,0.013296458,0,0.008377974,0.014206597,0.018460125,0.021909969,0,-0.00271406,0.003477254,0.017877342,0.023025671,0,-0.01855405,-0.050131656,-0.012284001,-0.000616485,,,,,,,,,,,,,,,,,,,,,0,0.002022971,0.004953986,0.005360198,0.006777948,0,-0.000765438,-0.001878637,-0.003617445,-0.00500849,0,-0.001136338,-0.004558824,-0.006458515,-0.007980006,0,-0.002052655,-0.004807696,-0.008508311,-0.010117361,,,,,,,,,,,,,,,,,,,,
Tomato juice,0,-0.004093192,0.000220908,0.001093073,-0.000387311,0,-0.000617945,-0.00011971,0.000936887,-0.000149774,0,0.002160797,-0.002085377,-0.003054396,-0.002238602,0,0.004387973,0.010912698,0.009691697,0.010302198,,,,,,,,,,,,,,,,,,,,,0,-0.002854184,-0.002938593,-0.003139262,-0.001633444,0,-0.004540666,-0.004350975,-0.005001175,-0.003061311,0,-0.006847628,-0.009162038,-0.008685932,-0.006922812,0,-0.004935718,-0.006042574,-0.007648308,-0.008689704,,,,,,,,,,,,,,,,,,,,
Orange juice,0,-0.005476278,-0.006663233,-0.005269083,-0.004294045,0,-0.008882661,-0.01093367,-0.008840365,-0.006271255,0,-0.011530175,-0.016572584,-0.015779303,-0.01181639,0,0.0027103,-0.007744176,0.016771868,0.004827799,,,,,,,,,,,,,,,,,,,,,0,-0.002974973,-0.006147195,-0.005274509,-0.004612541,0,0.005321922,0.004355313,0.00351709,0.002291852,0,0.008899222,0.012282276,0.007217608,0.006106444,0,0.016888235,0.016888235,0.014189189,0.011486486,,,,,,,,,,,,,,,,,,,,
Vege soup,0,0.002137842,0.000500879,0.002892559,0.002137145,0,0.001698844,0.001820079,0.002963904,0.003238911,0,-0.001835954,-0.001783637,-0.003491841,-0.002075638,0,-0.001069167,-0.006921011,-0.000620297,-0.002701488,,,,,,,,,,,,,,,,,,,,,0,-0.001283939,-0.001920817,-0.002567878,-0.002541028,0,-0.004618332,-0.006342019,-0.006902933,-0.006301076,0,-0.008680209,-0.010731171,-0.010721769,-0.007545264,0,-0.004977292,-0.004764793,-0.007136453,-0.007748087,,,,,,,,,,,,,,,,,,,,
Beef broth,0,0.001311921,0.002857177,0.001332573,0.001970291,0,0.00196518,0.002243605,0.001254667,0.000970768,0,0.000988888,0.005327786,0.004959108,0.005485308,0,0.021497086,0.026725638,0.020403811,0.0328348,,,,,,,,,,,,,,,,,,,,,0,0.003287829,0.005786741,0.005179721,0.004221738,0,0.003227033,0.006349489,0.007655989,0.007734421,0,0.000568539,0.004590475,0.00628778,0.008222803,0,-0.000261849,-0.002759767,-0.004362255,-0.004870254,,,,,,,,,,,,,,,,,,,,
Chicken broth,0,0.002587595,4.8537E-05,0.000562579,0.004246096,0,0.000388605,-0.00018856,-0.00022933,0.000442439,0,-0.007012623,-0.005853188,-0.007009163,-0.00611374,0,-0.005771619,0.000779132,0.008127135,-0.011781205,,,,,,,,,,,,,,,,,,,,,0,-0.002189814,-0.003782729,-0.002892007,-0.003011672,0,0.001496916,0.001487908,0.005198418,0.004940674,0,0.005897518,0.00468433,0.006837419,0.004878883,0,0.002599461,-0.000792243,-0.002088923,-0.003387637,,,,,,,,,,,,,,,,,,,,
Tomato paste (diluted half with water),0,0.001530027,0.001830487,0.000919789,0.003351423,0,0.000876336,0.000874441,0.000838099,0.001734028,0,-0.004035399,-0.000380744,-0.002355719,-0.00117635,0,-0.004962286,-0.003527353,0.006756058,0.004642404,,,,,,,,,,,,,,,,,,,,,0,0.000640687,-0.000473551,-0.001552604,-0.002847173,0,-0.000170853,-0.002652467,-0.004825586,-0.00578133,0,0.000723783,-0.001535609,-0.004272259,-0.004883168,0,-0.000967687,-0.003045744,-0.0057497,-0.007987994,,,,,,,,,,,,,,,,,,,,
Soy bean milk,0,0.01111975,0.014860254,0.016551539,0.014277091,0,0.012999998,0.016552507,0.018369959,0.019691453,0,0.023272387,0.018127332,0.025966626,0.0255876,0,-0.004883288,0.00438232,0.036835644,-0.01974726,,,,,,,,,,,,,,,,,,,,,0,0.013875237,0.016128236,0.017867313,0.019425467,0,0.005631756,0.006832236,0.007632556,0.008032716,0,0.002014059,0.002942717,0.005005005,0.001941716,0,0.002915114,0.003494467,0.002328625,0.001744175,,,,,,,,,,,,,,,,,,,,
Tap water,0,-0.012436344,-0.017140177,-0.016724739,-0.016041276,0,-0.010308109,-0.016195163,-0.0160059,-0.015234607,0,-0.039754857,-0.026981161,0.00075361,-0.008080325,0,-0.178692622,0.195949071,-0.142624853,0.394711852,,,,,,,,,,,,,,,,,,,,,0,-0.005228969,-0.005059977,-0.007218771,-0.009715547,0,-0.007226977,-0.005684265,-0.007521397,-0.010216319,0,-0.006456073,-0.003937181,-0.008871052,-0.011705251,0,-0.008220316,-0.004347403,-0.005725087,-0.004398864,,,,,,,,,,,,,,,,,,,,